"AU","Parameter","CollectionDate","ResultValue","ID","month_num","month_day","Season","temp_update","ph_update"
"AR_08020203_008","Ammonia",2018-05-29,0.0399999991059303,329518,5,"May-29","ELP",26,7.9
"AR_08020203_008","Ammonia",2018-06-19,0.0299999993294477,325578,6,"Jun-19","ELP",29,8
"AR_08020203_008","Ammonia",2018-07-17,0.0299999993294477,306204,7,"Jul-17","ELP",30,8.3
"AR_08020203_008","Ammonia",2018-08-28,0.0299999993294477,313038,8,"Aug-28","ELP",28,7.8
"AR_08020203_008","Ammonia",2018-09-18,0.0399999991059303,297225,9,"Sep-18","ELP",27,7.9
"AR_08020203_008","Ammonia",2018-10-02,0.0399999991059303,303991,10,"Oct-2","ELP",23,8
"AR_08020203_008","Ammonia",2018-11-06,0.0599999986588955,300761,11,"Nov-6","ELA",13,8.1
"AR_08020203_008","Ammonia",2019-01-29,0.0299999993294477,352289,1,"Jan-29","ELA",5,7.6
"AR_08020203_008","Ammonia",2019-05-21,0.0599999986588955,354852,5,"May-21","ELP",24,7.5
"AR_08020203_008","Ammonia",2019-07-02,0.0299999993294477,317128,7,"Jul-2","ELP",28,7.4
"AR_08020203_008","Ammonia",2019-08-27,0.0399999991059303,316536,8,"Aug-27","ELP",26,7.6
"AR_08020203_008","Ammonia",2019-09-24,0.0299999993294477,303785,9,"Sep-24","ELP",25,7.5
"AR_08020203_008","Ammonia",2019-10-01,0.0299999993294477,335720,10,"Oct-1","ELP",26,7.9
"AR_08020203_008","Ammonia",2019-11-05,0.0500000007450581,342410,11,"Nov-5","ELA",10,7.5
"AR_08020203_008","Ammonia",2019-12-03,0.0399999991059303,360732,12,"Dec-3","ELA",15,7.6
"AR_08020203_008","Ammonia",2020-01-14,0.0299999993294477,296901,1,"Jan-14","ELA",8,7.5
"AR_08020203_008","Ammonia",2020-02-18,0.0599999986588955,321453,2,"Feb-18","ELA",8,7.8
"AR_08020203_008","Ammonia",2020-03-30,0.0599999986588955,302406,3,"Mar-30","ELA",15,7.8
"AR_08020203_008","Ammonia",2020-04-07,0.0399999991059303,331064,4,"Apr-7","ELP",16,7.7
"AR_08020203_008","Ammonia",2020-05-19,0.0700000002980232,359131,5,"May-19","ELP",20,7.7
"AR_08020203_008","Ammonia",2020-06-30,0.0399999991059303,350872,6,"Jun-30","ELP",26,7.8
"AR_08020203_008","Ammonia",2020-07-28,0.0299999993294477,364879,7,"Jul-28","ELP",28,8.1
"AR_08020203_008","Ammonia",2020-08-18,0.0299999993294477,329669,8,"Aug-18","ELP",26,8.1
"AR_08020203_008","Ammonia",2020-09-01,0.0599999986588955,355877,9,"Sep-1","ELP",24,7.7
"AR_08020203_008","Ammonia",2020-10-06,0.0299999993294477,336116,10,"Oct-6","ELP",15,7.6
"AR_08020203_008","Ammonia",2020-11-03,0.0599999986588955,338710,11,"Nov-3","ELA",11,7.9
"AR_08020203_008","Ammonia",2021-02-09,0.0299999993294477,306280,2,"Feb-9","ELA",4,7.7
"AR_08020203_008","Ammonia",2021-03-16,0.0299999993294477,324802,3,"Mar-16","ELA",14,7.8
"AR_08020203_4030","Ammonia",2019-05-07,0.150000005960464,309006,5,"May-7","ELP",23,7.9
"AR_08020203_4030","Ammonia",2019-11-04,1.37000000476837,315810,11,"Nov-4","ELA",14,6.5
"AR_08020203_4030","Ammonia",2020-03-10,0.0299999993294477,333750,3,"Mar-10","ELA",13,6.8
"AR_08020203_4030","Ammonia",2020-08-18,0.0299999993294477,332710,8,"Aug-18","ELP",30,7.3
"AR_08020203_4030","Ammonia",2020-11-09,0.0299999993294477,333512,11,"Nov-9","ELA",17,6.5
"AR_08020203_4030","Ammonia",2021-03-02,0.0299999993294477,320551,3,"Mar-2","ELA",7,6.5
"AR_08020203_4060","Ammonia",2018-05-08,0.032200001180172,319820,5,"May-8","ELP",24,8.6
"AR_08020203_4060","Ammonia",2018-07-10,0.0299999993294477,337534,7,"Jul-10","ELP",30,9
"AR_08020203_4060","Ammonia",2018-08-14,0.0299999993294477,343003,8,"Aug-14","ELP",30,9
"AR_08020203_4060","Ammonia",2018-09-11,0.100000001490116,307753,9,"Sep-11","ELP",26,8.2
"AR_08020203_4060","Ammonia",2018-10-09,0.0299999993294477,305128,10,"Oct-9","ELP",26,8.8
"AR_08020203_4060","Ammonia",2019-05-13,0.0799999982118607,321761,5,"May-13","ELP",22,9
"AR_08020203_4060","Ammonia",2019-06-18,0.0299999993294477,325849,6,"Jun-18","ELP",26,9
"AR_08020203_4060","Ammonia",2019-07-23,0.0299999993294477,295069,7,"Jul-23","ELP",29,8.9
"AR_08020203_4060","Ammonia",2019-08-13,0.0299999993294477,308967,8,"Aug-13","ELP",30,8.4
"AR_08020203_4060","Ammonia",2019-09-16,0.0299999993294477,349445,9,"Sep-16","ELP",30,6.8
"AR_08020203_4060","Ammonia",2019-10-14,0.0299999993294477,314548,10,"Oct-14","ELP",21,6.5
"AR_08020203_4060","Ammonia",2020-08-03,0.0500000007450581,349576,8,"Aug-3","ELP",30,6.5
"AR_08020203_4060","Ammonia",2020-11-09,0.0299999993294477,343169,11,"Nov-9","ELA",18,9
"AR_08020203_4060","Ammonia",2021-03-02,0.0299999993294477,332606,3,"Mar-2","ELA",7,7.7
"AR_08020203_714","Ammonia",2018-04-18,0.0299999993294477,313045,4,"Apr-18","ELP",15,7.3
"AR_08020203_714","Ammonia",2018-05-16,0.066100001335144,305818,5,"May-16","ELP",25,7.6
"AR_08020203_714","Ammonia",2018-06-13,0.0505999997258186,364138,6,"Jun-13","ELP",28,7.9
"AR_08020203_714","Ammonia",2018-07-24,0.0299999993294477,358709,7,"Jul-24","ELP",29,8.1
"AR_08020203_714","Ammonia",2018-08-14,0.0900000035762787,307110,8,"Aug-14","ELP",28,8
"AR_08020203_714","Ammonia",2018-09-04,0.0599999986588955,295117,9,"Sep-4","ELP",26,7.5
"AR_08020203_714","Ammonia",2018-10-10,0.0299999993294477,360152,10,"Oct-10","ELP",26,8
"AR_08020203_714","Ammonia",2018-11-06,0.0599999986588955,349633,11,"Nov-6","ELA",13,8.1
"AR_08020203_714","Ammonia",2018-12-17,0.0299999993294477,309849,12,"Dec-17","ELA",8,7.8
"AR_08020203_714","Ammonia",2019-01-15,0.0399999991059303,297382,1,"Jan-15","ELA",5,8
"AR_08020203_714","Ammonia",2019-02-19,0.0599999986588955,348508,2,"Feb-19","ELA",5,8.3
"AR_08020203_714","Ammonia",2019-03-05,0.0299999993294477,314048,3,"Mar-5","ELA",4,8.3
"AR_08020203_714","Ammonia",2019-04-09,0.0299999993294477,319218,4,"Apr-9","ELP",20,8
"AR_08020203_714","Ammonia",2019-05-21,0.109999999403954,296698,5,"May-21","ELP",23,8.1
"AR_08020203_714","Ammonia",2019-07-31,0.0399999991059303,351555,7,"Jul-31","ELP",26,7.2
"AR_08020203_714","Ammonia",2019-08-27,0.0599999986588955,356620,8,"Aug-27","ELP",25,7.1
"AR_08020203_714","Ammonia",2019-09-18,0.0299999993294477,359260,9,"Sep-18","ELP",28,7.7
"AR_08020203_714","Ammonia",2019-10-22,0.0700000002980232,333927,10,"Oct-22","ELP",17,7.5
"AR_08020203_714","Ammonia",2019-11-12,0.0299999993294477,348019,11,"Nov-12","ELA",6,7.3
"AR_08020203_714","Ammonia",2019-12-10,0.0299999993294477,301047,12,"Dec-10","ELA",8,7.9
"AR_08020203_714","Ammonia",2020-01-14,0.100000001490116,321098,1,"Jan-14","ELA",8,8.4
"AR_08020203_714","Ammonia",2020-02-11,0.0299999993294477,295232,2,"Feb-11","ELA",8,6.9
"AR_08020203_714","Ammonia",2020-03-30,0.100000001490116,360653,3,"Mar-30","ELA",17,7.6
"AR_08020203_714","Ammonia",2020-04-14,0.200000002980232,330221,4,"Apr-14","ELP",12,7.7
"AR_08020203_714","Ammonia",2020-05-26,0.140000000596046,336827,5,"May-26","ELP",24,7.6
"AR_08020203_714","Ammonia",2020-06-30,0.0700000002980232,333837,6,"Jun-30","ELP",28,7.8
"AR_08020203_714","Ammonia",2020-07-28,0.119999997317791,305881,7,"Jul-28","ELP",30,7.7
"AR_08020203_714","Ammonia",2020-08-18,0.0299999993294477,335726,8,"Aug-18","ELP",26,7.9
"AR_08020203_714","Ammonia",2020-09-01,0.0799999982118607,302658,9,"Sep-1","ELP",24,7.8
"AR_08020203_714","Ammonia",2020-10-06,0.0299999993294477,325642,10,"Oct-6","ELP",17,8.1
"AR_08020203_714","Ammonia",2020-12-08,0.0599999986588955,322011,12,"Dec-8","ELA",8,8
"AR_08020203_714","Ammonia",2021-01-19,0.0299999993294477,314340,1,"Jan-19","ELA",6,8
"AR_08020203_714","Ammonia",2021-02-09,0.0299999993294477,344873,2,"Feb-9","ELA",4,7.9
"AR_08020205_001","Ammonia",2018-05-29,0.159999996423721,335076,5,"May-29","ELP",26,7.9
"AR_08020205_001","Ammonia",2018-06-19,0.0299999993294477,342064,6,"Jun-19","ELP",30,7.9
"AR_08020205_001","Ammonia",2018-07-17,0.0299999993294477,324560,7,"Jul-17","ELP",30,8
"AR_08020205_001","Ammonia",2018-08-28,0.0500000007450581,300541,8,"Aug-28","ELP",27,7.7
"AR_08020205_001","Ammonia",2018-09-18,0.0299999993294477,315618,9,"Sep-18","ELP",25,7.4
"AR_08020205_001","Ammonia",2018-10-02,0.0599999986588955,338383,10,"Oct-2","ELP",22,8.3
"AR_08020205_001","Ammonia",2018-11-06,0.0599999986588955,355808,11,"Nov-6","ELA",14,8
"AR_08020205_001","Ammonia",2019-01-29,0.0399999991059303,301129,1,"Jan-29","ELA",6,7.6
"AR_08020205_001","Ammonia",2019-02-12,0.0900000035762787,329984,2,"Feb-12","ELA",10,7.4
"AR_08020205_001","Ammonia",2019-03-12,0.0700000002980232,321035,3,"Mar-12","ELA",10,7.2
"AR_08020205_001","Ammonia",2019-04-09,0.230000004172325,351244,4,"Apr-9","ELP",18,6.9
"AR_08020205_001","Ammonia",2019-05-21,0.0900000035762787,300878,5,"May-21","ELP",24,7.1
"AR_08020205_001","Ammonia",2019-07-02,0.0299999993294477,325269,7,"Jul-2","ELP",29,7.4
"AR_08020205_001","Ammonia",2019-11-05,0.0299999993294477,316663,11,"Nov-5","ELA",11,7.5
"AR_08020205_001","Ammonia",2019-12-03,0.0399999991059303,321980,12,"Dec-3","ELA",9,7.4
"AR_08020205_001","Ammonia",2020-01-14,0.0299999993294477,322824,1,"Jan-14","ELA",10,7.4
"AR_08020205_001","Ammonia",2020-02-18,0.0599999986588955,314789,2,"Feb-18","ELA",8,7.6
"AR_08020205_001","Ammonia",2020-03-30,0.0500000007450581,357744,3,"Mar-30","ELA",15,7.7
"AR_08020205_001","Ammonia",2020-04-07,0.0399999991059303,303157,4,"Apr-7","ELP",17,7.7
"AR_08020205_001","Ammonia",2020-05-19,0.170000001788139,327145,5,"May-19","ELP",20,7.5
"AR_08020205_001","Ammonia",2020-06-30,0.100000001490116,317450,6,"Jun-30","ELP",25,7.7
"AR_08020205_001","Ammonia",2020-07-28,0.0700000002980232,342887,7,"Jul-28","ELP",27,7.6
"AR_08020205_001","Ammonia",2020-08-18,0.0299999993294477,366341,8,"Aug-18","ELP",25,7.8
"AR_08020205_001","Ammonia",2020-09-01,0.0700000002980232,334037,9,"Sep-1","ELP",24,7.4
"AR_08020205_001","Ammonia",2020-10-06,0.0599999986588955,296048,10,"Oct-6","ELP",15,7.7
"AR_08020205_001","Ammonia",2020-11-03,0.0299999993294477,335273,11,"Nov-3","ELA",10,7.8
"AR_08020205_001","Ammonia",2021-02-09,0.0299999993294477,355058,2,"Feb-9","ELA",5,7.7
"AR_08020205_001","Ammonia",2021-03-16,0.0299999993294477,359384,3,"Mar-16","ELA",15,7.4
"AR_08020205_004","Ammonia",2018-05-29,0.200000002980232,319484,5,"May-29","ELP",24,6.7
"AR_08020205_004","Ammonia",2018-06-19,0.389999985694885,298789,6,"Jun-19","ELP",28,6.7
"AR_08020205_004","Ammonia",2018-07-17,0.129999995231628,329445,7,"Jul-17","ELP",28,7.8
"AR_08020205_004","Ammonia",2018-08-28,0.0500000007450581,324934,8,"Aug-28","ELP",26,7.5
"AR_08020205_004","Ammonia",2018-09-18,0.0500000007450581,357210,9,"Sep-18","ELP",24,7.2
"AR_08020205_004","Ammonia",2018-10-02,0.0700000002980232,366305,10,"Oct-2","ELP",21,7.3
"AR_08020205_004","Ammonia",2018-11-06,0.0299999993294477,361368,11,"Nov-6","ELA",14,7.7
"AR_08020205_004","Ammonia",2019-01-29,0.0599999986588955,354914,1,"Jan-29","ELA",4,7.5
"AR_08020205_004","Ammonia",2019-02-12,0.0900000035762787,363333,2,"Feb-12","ELA",8,7.5
"AR_08020205_004","Ammonia",2019-03-12,0.0799999982118607,364943,3,"Mar-12","ELA",10,7.3
"AR_08020205_004","Ammonia",2019-04-09,0.150000005960464,296034,4,"Apr-9","ELP",17,7.1
"AR_08020205_004","Ammonia",2019-05-21,0.0900000035762787,348291,5,"May-21","ELP",24,7.1
"AR_08020205_004","Ammonia",2019-07-02,0.180000007152557,355918,7,"Jul-2","ELP",27,7
"AR_08020205_004","Ammonia",2019-08-27,0.0700000002980232,326591,8,"Aug-27","ELP",26,7.5
"AR_08020205_004","Ammonia",2019-09-24,0.28999999165535,302632,9,"Sep-24","ELP",24,6.5
"AR_08020205_004","Ammonia",2019-10-01,0.159999996423721,300150,10,"Oct-1","ELP",25,7.2
"AR_08020205_004","Ammonia",2019-11-05,0.0599999986588955,357841,11,"Nov-5","ELA",10,7.1
"AR_08020205_004","Ammonia",2019-12-03,0.0700000002980232,352639,12,"Dec-3","ELA",8,7.4
"AR_08020205_004","Ammonia",2020-01-14,0.0299999993294477,334607,1,"Jan-14","ELA",9,7.2
"AR_08020205_004","Ammonia",2020-02-18,0.0500000007450581,302599,2,"Feb-18","ELA",8,7.5
"AR_08020205_004","Ammonia",2020-03-30,0.0799999982118607,356079,3,"Mar-30","ELA",15,7.5
"AR_08020205_004","Ammonia",2020-04-07,0.0599999986588955,355718,4,"Apr-7","ELP",17,7.6
"AR_08020205_004","Ammonia",2020-05-19,0.170000001788139,366031,5,"May-19","ELP",19,7.6
"AR_08020205_004","Ammonia",2020-06-30,0.219999998807907,332435,6,"Jun-30","ELP",25,7.6
"AR_08020205_004","Ammonia",2020-07-28,0.129999995231628,324060,7,"Jul-28","ELP",27,7.7
"AR_08020205_004","Ammonia",2020-08-18,0.0700000002980232,322461,8,"Aug-18","ELP",24,7.7
"AR_08020205_004","Ammonia",2020-09-01,0.0900000035762787,365209,9,"Sep-1","ELP",23,7.6
"AR_08020205_004","Ammonia",2020-10-06,0.0799999982118607,354462,10,"Oct-6","ELP",14,7.6
"AR_08020205_004","Ammonia",2020-11-03,0.0399999991059303,312746,11,"Nov-3","ELA",10,7.9
"AR_08020205_004","Ammonia",2021-02-09,0.0299999993294477,319419,2,"Feb-9","ELA",4,7.5
"AR_08020205_004","Ammonia",2021-03-16,0.0299999993294477,316071,3,"Mar-16","ELA",15,7.4
"AR_08020205_008","Ammonia",2018-05-29,0.0299999993294477,296399,5,"May-29","ELP",26,6.9
"AR_08020205_008","Ammonia",2018-07-17,0.0399999991059303,335128,7,"Jul-17","ELP",28,7.7
"AR_08020205_008","Ammonia",2018-08-28,0.0299999993294477,337568,8,"Aug-28","ELP",26,7.2
"AR_08020205_008","Ammonia",2018-09-18,0.0299999993294477,344960,9,"Sep-18","ELP",25,7.4
"AR_08020205_008","Ammonia",2018-10-02,0.0299999993294477,351506,10,"Oct-2","ELP",22,7.4
"AR_08020205_008","Ammonia",2018-11-06,0.0299999993294477,316488,11,"Nov-6","ELA",13,7.8
"AR_08020205_008","Ammonia",2019-01-29,0.0299999993294477,295263,1,"Jan-29","ELA",5,7.4
"AR_08020205_008","Ammonia",2019-02-12,0.0399999991059303,354086,2,"Feb-12","ELA",8,7.5
"AR_08020205_008","Ammonia",2019-03-12,0.0399999991059303,347517,3,"Mar-12","ELA",13,7.2
"AR_08020205_008","Ammonia",2019-04-09,0.0599999986588955,298324,4,"Apr-9","ELP",18,6.9
"AR_08020205_008","Ammonia",2019-05-21,0.100000001490116,362523,5,"May-21","ELP",24,7
"AR_08020205_008","Ammonia",2019-07-02,0.0299999993294477,297452,7,"Jul-2","ELP",27,7.1
"AR_08020205_008","Ammonia",2019-08-27,0.0299999993294477,325804,8,"Aug-27","ELP",25,7.5
"AR_08020205_008","Ammonia",2019-09-24,0.0399999991059303,349400,9,"Sep-24","ELP",23,7.3
"AR_08020205_008","Ammonia",2019-10-01,0.0299999993294477,325572,10,"Oct-1","ELP",24,7.5
"AR_08020205_008","Ammonia",2019-11-05,0.0299999993294477,330592,11,"Nov-5","ELA",10,7.4
"AR_08020205_008","Ammonia",2019-12-03,0.0299999993294477,321273,12,"Dec-3","ELA",6,7.3
"AR_08020205_008","Ammonia",2020-01-14,0.0299999993294477,340477,1,"Jan-14","ELA",9,7.3
"AR_08020205_008","Ammonia",2020-02-18,0.0299999993294477,335625,2,"Feb-18","ELA",11,7.7
"AR_08020205_008","Ammonia",2020-03-30,0.0299999993294477,301792,3,"Mar-30","ELA",16,7.7
"AR_08020205_008","Ammonia",2020-04-07,0.0299999993294477,347149,4,"Apr-7","ELP",19,7.7
"AR_08020205_008","Ammonia",2020-06-30,0.0799999982118607,324808,6,"Jun-30","ELP",24,7.6
"AR_08020205_008","Ammonia",2020-07-28,0.0299999993294477,315680,7,"Jul-28","ELP",26,7.4
"AR_08020205_008","Ammonia",2020-08-18,0.0299999993294477,354564,8,"Aug-18","ELP",22,7.6
"AR_08020205_008","Ammonia",2020-09-01,0.0299999993294477,341655,9,"Sep-1","ELP",24,7.4
"AR_08020205_008","Ammonia",2020-10-06,0.0299999993294477,305698,10,"Oct-6","ELP",12,7.6
"AR_08020205_008","Ammonia",2020-11-03,0.0299999993294477,318770,11,"Nov-3","ELA",10,7.9
"AR_08020205_008","Ammonia",2021-02-09,0.0299999993294477,342766,2,"Feb-9","ELA",5,7.7
"AR_08020205_008","Ammonia",2021-03-16,0.0299999993294477,323337,3,"Mar-16","ELA",16,7.5
"AR_08020301_001","Ammonia",2018-04-17,0.0299999993294477,353478,4,"Apr-17","ELP",16,6.5
"AR_08020301_001","Ammonia",2018-05-15,0.0299999993294477,331772,5,"May-15","ELP",28,7
"AR_08020301_001","Ammonia",2018-06-26,0.0299999993294477,328507,6,"Jun-26","ELP",23,8.1
"AR_08020301_001","Ammonia",2018-08-07,0.0299999993294477,336517,8,"Aug-7","ELP",28,8.3
"AR_08020301_001","Ammonia",2018-09-25,0.0399999991059303,356907,9,"Sep-25","ELP",23,7.5
"AR_08020301_001","Ammonia",2018-10-16,0.0299999993294477,363432,10,"Oct-16","ELP",17,7.1
"AR_08020301_001","Ammonia",2018-11-13,0.0299999993294477,328813,11,"Nov-13","ELA",10,7.6
"AR_08020301_001","Ammonia",2018-12-10,0.0299999993294477,339486,12,"Dec-10","ELA",7,7.6
"AR_08020301_001","Ammonia",2019-01-22,0.0299999993294477,312165,1,"Jan-22","ELA",7,7.8
"AR_08020301_001","Ammonia",2019-03-26,0.0299999993294477,347231,3,"Mar-26","ELA",13,8.1
"AR_08020301_001","Ammonia",2019-04-02,0.0299999993294477,308662,4,"Apr-2","ELP",13,8.1
"AR_08020301_001","Ammonia",2019-05-07,0.0599999986588955,343503,5,"May-7","ELP",21,7.2
"AR_08020301_001","Ammonia",2019-07-16,0.0299999993294477,335456,7,"Jul-16","ELP",22,7.8
"AR_08020301_001","Ammonia",2019-08-20,0.0299999993294477,304223,8,"Aug-20","ELP",24,8
"AR_08020301_001","Ammonia",2019-10-29,0.0299999993294477,361691,10,"Oct-29","ELP",16,8
"AR_08020301_001","Ammonia",2019-11-12,0.0299999993294477,298583,11,"Nov-12","ELA",10,7.9
"AR_08020301_001","Ammonia",2019-12-03,0.0299999993294477,324297,12,"Dec-3","ELA",10,8
"AR_08020301_001","Ammonia",2020-02-04,0.0299999993294477,335986,2,"Feb-4","ELA",11,7.6
"AR_08020301_001","Ammonia",2020-03-03,0.0299999993294477,361216,3,"Mar-3","ELA",11,8.1
"AR_08020301_001","Ammonia",2020-04-28,0.0299999993294477,341123,4,"Apr-28","ELP",17,7.9
"AR_08020301_001","Ammonia",2020-05-05,0.0299999993294477,348998,5,"May-5","ELP",20,7.5
"AR_08020301_001","Ammonia",2020-07-07,0.0299999993294477,325193,7,"Jul-7","ELP",22,7.8
"AR_08020301_001","Ammonia",2020-08-18,0.0299999993294477,320979,8,"Aug-18","ELP",24,8.1
"AR_08020301_001","Ammonia",2020-09-22,0.0299999993294477,308504,9,"Sep-22","ELP",21,8.1
"AR_08020301_001","Ammonia",2021-01-05,0.0299999993294477,343986,1,"Jan-5","ELA",8,7.7
"AR_08020301_001","Ammonia",2021-03-23,0.0299999993294477,346458,3,"Mar-23","ELA",14,7.4
"AR_08020301_006","Ammonia",2018-06-05,0.0351999998092651,313798,6,"Jun-5","ELP",25,6.6
"AR_08020301_006","Ammonia",2018-07-10,0.0399999991059303,358995,7,"Jul-10","ELP",27,7
"AR_08020301_006","Ammonia",2018-08-21,0.100000001490116,299728,8,"Aug-21","ELP",26,6.5
"AR_08020301_006","Ammonia",2018-09-04,0.0299999993294477,334916,9,"Sep-4","ELP",30,7.1
"AR_08020301_006","Ammonia",2018-10-09,0.0399999991059303,343269,10,"Oct-9","ELP",26,6.5
"AR_08020301_006","Ammonia",2018-11-06,0.0299999993294477,306296,11,"Nov-6","ELA",15,6.5
"AR_08020301_006","Ammonia",2018-12-17,0.0299999993294477,356225,12,"Dec-17","ELA",10,6.7
"AR_08020301_006","Ammonia",2019-01-15,0.0299999993294477,300841,1,"Jan-15","ELA",7,6.5
"AR_08020301_006","Ammonia",2019-02-12,0.0599999986588955,362243,2,"Feb-12","ELA",9,6.7
"AR_08020301_006","Ammonia",2019-03-26,0.0299999993294477,365988,3,"Mar-26","ELA",14,6.7
"AR_08020301_006","Ammonia",2019-04-02,0.0299999993294477,303937,4,"Apr-2","ELP",14,6.5
"AR_08020301_006","Ammonia",2019-05-21,0.0299999993294477,296625,5,"May-21","ELP",21,6.6
"AR_08020301_006","Ammonia",2019-06-25,0.0299999993294477,295962,6,"Jun-25","ELP",25,6.7
"AR_08020301_006","Ammonia",2019-07-01,0.0299999993294477,308720,7,"Jul-1","ELP",26,6.6
"AR_08020301_006","Ammonia",2019-08-27,0.0599999986588955,315943,8,"Aug-27","ELP",24,6.5
"AR_08020301_006","Ammonia",2019-09-03,0.0299999993294477,349120,9,"Sep-3","ELP",26,6.7
"AR_08020301_006","Ammonia",2019-10-08,0.0299999993294477,323104,10,"Oct-8","ELP",20,6.8
"AR_08020301_006","Ammonia",2019-11-19,0.0299999993294477,321125,11,"Nov-19","ELA",8,6.8
"AR_08020301_006","Ammonia",2019-12-03,0.0299999993294477,321215,12,"Dec-3","ELA",8,6.7
"AR_08020301_006","Ammonia",2020-01-28,0.0299999993294477,308551,1,"Jan-28","ELA",8,6.5
"AR_08020301_006","Ammonia",2020-02-25,0.0299999993294477,346058,2,"Feb-25","ELA",10,6.6
"AR_08020301_006","Ammonia",2020-03-03,0.0299999993294477,363466,3,"Mar-3","ELA",12,6.7
"AR_08020301_006","Ammonia",2020-04-28,0.0299999993294477,333807,4,"Apr-28","ELP",16,6.5
"AR_08020301_006","Ammonia",2020-05-19,0.0299999993294477,357754,5,"May-19","ELP",23,7.2
"AR_08020301_006","Ammonia",2020-06-02,0.0299999993294477,309821,6,"Jun-2","ELP",28,6.7
"AR_08020301_006","Ammonia",2020-07-07,0.0299999993294477,297545,7,"Jul-7","ELP",28,6.8
"AR_08020301_006","Ammonia",2020-08-04,0.0299999993294477,349391,8,"Aug-4","ELP",26,7.5
"AR_08020301_006","Ammonia",2020-09-29,0.0299999993294477,356994,9,"Sep-29","ELP",21,7.4
"AR_08020301_006","Ammonia",2020-10-27,0.0700000002980232,301429,10,"Oct-27","ELP",15,6.9
"AR_08020301_006","Ammonia",2020-11-09,0.0299999993294477,331651,11,"Nov-9","ELA",16,6.5
"AR_08020301_006","Ammonia",2021-02-09,0.0299999993294477,313594,2,"Feb-9","ELA",6,6.5
"AR_08020301_006","Ammonia",2021-03-02,0.0399999991059303,340690,3,"Mar-2","ELA",10,6.7
"AR_08020301_007","Ammonia",2018-06-05,0.0299999993294477,353297,6,"Jun-5","ELP",28,6.9
"AR_08020301_007","Ammonia",2018-07-10,0.0599999986588955,362100,7,"Jul-10","ELP",29,7.1
"AR_08020301_007","Ammonia",2018-08-21,0.0299999993294477,305481,8,"Aug-21","ELP",26,6.5
"AR_08020301_007","Ammonia",2018-09-04,0.0700000002980232,322876,9,"Sep-4","ELP",27,6.7
"AR_08020301_007","Ammonia",2018-10-09,0.0399999991059303,296139,10,"Oct-9","ELP",24,6.6
"AR_08020301_007","Ammonia",2018-11-06,0.0299999993294477,304839,11,"Nov-6","ELA",15,6.5
"AR_08020301_007","Ammonia",2018-12-17,0.0299999993294477,300742,12,"Dec-17","ELA",10,6.8
"AR_08020301_007","Ammonia",2019-01-15,0.0399999991059303,328584,1,"Jan-15","ELA",8,6.7
"AR_08020301_007","Ammonia",2019-02-12,0.0299999993294477,303692,2,"Feb-12","ELA",9,6.5
